PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Nationality,Occupation,TravelPurpose,LuggageCount,HasLifeboatAccess,Name
1508,1,3,female,11.5,0,0,TICK864319,11.72,C31,S,French,Servant,Migration,0,1,Miss. Margaret Wilson
1509,0,3,male,19.5,0,0,TICK32904,14.55,D39,S,Other,Factory Worker,Migration,0,0,Mr. James Smith
1510,0,3,male,38.7,0,3,TICK906115,8.32,,S,British,Farmer,Business,2,0,Dr. William Harris
1511,0,3,female,14.9,2,0,TICK753908,15.16,,S,British,Laborer,Business,2,1,Lady. Alice Wilson
1512,0,1,male,0.6,0,1,TICK973632,392.95,A3,C,British,Merchant,Migration,0,1,Rev. James Walker
1513,1,3,male,35.2,0,0,TICK494679,12.1,,S,American,Servant,Migration,2,0,Dr. William Harris
1514,1,3,female,6.5,2,0,TICK638058,14.27,,S,Irish,Factory Worker,Business,1,1,Lady. Sarah Taylor
1515,0,1,male,40.2,0,0,TICK663951,244.47,,S,British,Aristocrat,Migration,0,1,Rev. John Lewis
1516,1,3,male,25.5,3,0,TICK477557,18.41,,C,Other,Farmer,Leisure,0,0,Dr. Thomas Brown
1517,0,3,female,35.0,0,0,TICK515117,12.47,,S,American,Factory Worker,Leisure,4,1,Lady. Margaret Smith
1518,0,1,male,34.7,0,2,TICK183212,425.65,A55,S,American,Doctor,Migration,3,1,Rev. James Clark
1519,0,1,male,41.4,0,0,TICK497446,406.64,C85,S,Other,Lawyer,Migration,2,1,Mr. William Lewis
1520,1,3,male,,0,1,TICK787364,11.16,,S,British,Factory Worker,Leisure,1,0,Rev. James Lewis
1521,0,3,male,14.7,0,0,TICK918437,8.45,,S,British,Factory Worker,Leisure,4,0,Rev. John Harris
1522,0,3,male,26.3,0,0,TICK680003,11.09,,S,British,Factory Worker,Business,0,0,Master. James Harris
1523,1,3,female,35.0,0,3,TICK788046,17.39,C27,S,British,Servant,Migration,2,1,Mrs. Margaret Wilson
1524,0,2,female,51.5,0,0,TICK573089,19.11,,C,British,Nurse,Business,5,0,Mrs. Alice Walker
1525,0,3,male,39.3,1,0,TICK847652,12.87,E76,S,British,Servant,Migration,0,0,Dr. William Walker
1526,0,3,male,49.9,0,0,TICK109933,17.09,,C,American,Servant,Migration,0,0,Mr. William Clark
1527,0,3,male,35.8,0,1,TICK41048,10.3,,C,Other,Servant,Business,5,0,Dr. William Smith
1528,0,1,male,46.4,0,0,TICK388484,331.84,,S,American,Doctor,Migration,6,0,Master. Thomas Smith
1529,0,2,female,33.7,2,0,TICK31237,19.83,D5,C,Other,Engineer,Migration,1,1,Lady. Alice Walker
1530,1,3,male,,0,0,TICK643693,6.64,,S,Other,Servant,Migration,4,0,Dr. Thomas Clark
1531,0,3,male,24.7,0,0,TICK938704,16.92,,S,Other,Factory Worker,Migration,4,0,Master. William Wilson
1532,1,3,female,53.5,0,0,TICK748960,6.48,,S,British,Servant,Migration,6,0,Miss. Margaret Taylor
1533,0,3,male,,0,2,TICK161633,9.07,D50,C,British,Laborer,Migration,6,0,Dr. George Lewis
1534,0,3,male,,1,1,TICK740916,17.83,E99,S,British,Farmer,Migration,1,0,Dr. John Brown
1535,1,3,male,35.5,0,0,TICK772957,10.2,,Q,Irish,Factory Worker,Business,2,0,Master. James Johnson
1536,0,1,male,,0,0,TICK186501,487.33,E80,S,American,Lawyer,Leisure,2,1,Rev. William Smith
1537,1,3,male,39.4,2,0,TICK914218,19.7,,C,British,Servant,Migration,0,0,Rev. John Johnson
1538,0,2,male,43.3,0,0,TICK893278,20.73,,S,Other,Teacher,Leisure,0,0,Mr. James Taylor
1539,0,3,female,59.3,1,2,TICK139043,5.61,,S,American,Factory Worker,Leisure,1,1,Miss. Sarah Clark
1540,1,3,male,22.4,1,0,TICK87847,15.58,,S,British,Servant,Business,0,1,Dr. George Clark
1541,1,3,female,59.4,3,0,TICK440953,11.76,A61,Q,Irish,Factory Worker,Migration,6,1,Mrs. Sarah Wilson
1542,0,2,male,30.1,0,3,TICK875579,14.03,C70,C,British,Engineer,Migration,0,1,Mr. George Taylor
1543,0,3,male,18.9,0,2,TICK887888,15.61,,S,Irish,Servant,Migration,3,0,Rev. George Wilson
1544,0,3,female,22.7,0,0,TICK126228,5.47,,S,British,Farmer,Migration,5,1,Miss. Alice Harris
1545,0,1,male,38.4,0,1,TICK59770,438.99,A59,S,American,Merchant,Migration,3,1,Mr. George Johnson
1546,1,2,male,16.8,0,0,TICK465915,15.55,D96,S,Other,Teacher,Business,0,0,Mr. William Brown
1547,1,1,female,25.0,0,0,TICK669444,89.84,,Q,British,Aristocrat,Leisure,0,1,Mrs. Mary Davis
1548,1,3,female,35.1,0,0,TICK746108,7.64,E61,S,British,Servant,Business,0,1,Mrs. Alice Walker
1549,1,3,male,53.3,2,0,TICK66352,19.4,,S,French,Factory Worker,Leisure,2,0,Dr. Thomas Davis
1550,1,1,female,42.8,1,2,TICK330500,355.79,,S,Other,Doctor,Leisure,0,1,Miss. Mary Lewis
1551,1,3,female,30.7,0,0,TICK103210,17.02,D28,S,British,Farmer,Migration,10,1,Lady. Mary Walker
1552,0,2,male,38.4,1,0,TICK900563,25.91,,C,British,Engineer,Leisure,0,0,Mr. John Wilson
1553,0,3,male,33.6,5,2,TICK571512,10.04,,S,Other,Servant,Business,2,0,Dr. Thomas Lewis
1554,0,3,female,,5,1,TICK291956,8.52,,S,British,Servant,Leisure,0,1,Mrs. Elizabeth Taylor
1555,0,3,male,56.3,1,0,TICK894990,12.21,A65,S,Other,Factory Worker,Leisure,4,0,Dr. Thomas Brown
1556,1,3,male,53.6,1,2,TICK204614,13.28,D9,S,Other,Servant,Leisure,2,0,Rev. John Clark
1557,0,3,female,28.9,3,0,TICK687927,14.48,,C,French,Farmer,Leisure,0,0,Mrs. Sarah Taylor
1558,0,1,male,23.2,0,0,TICK644829,150.85,,S,American,Merchant,Business,0,0,Dr. John Davis
1559,0,3,female,13.0,0,0,TICK774276,19.23,,C,British,Factory Worker,Migration,0,0,Mrs. Sarah Brown
1560,1,3,male,39.3,2,0,TICK18484,7.55,,S,Irish,Laborer,Business,3,0,Dr. William Harris
1561,0,3,female,39.4,1,0,TICK349824,19.48,,S,Other,Laborer,Migration,2,1,Lady. Mary Smith
1562,0,3,male,17.9,0,2,TICK878944,5.22,E16,S,Irish,Laborer,Leisure,2,0,Mr. William Johnson
1563,0,3,male,,0,0,TICK705633,12.22,,S,British,Laborer,Leisure,5,1,Dr. George Davis
1564,0,3,male,42.3,0,0,TICK890433,10.0,,C,British,Farmer,Migration,0,0,Mr. John Lewis
1565,1,3,male,,1,0,TICK944368,11.74,,C,British,Servant,Migration,3,0,Dr. John Lewis
1566,1,3,female,27.1,0,0,TICK332853,13.56,,S,French,Laborer,Migration,1,1,Miss. Sarah Johnson
1567,0,1,male,26.9,0,0,TICK942344,234.73,E43,S,British,Lawyer,Migration,1,0,Dr. Thomas Walker
1568,1,3,male,18.8,1,0,TICK744764,11.22,,S,American,Laborer,Migration,0,1,Mr. George Taylor
1569,1,3,male,27.3,0,0,TICK178433,15.99,,C,British,Laborer,Business,5,0,Dr. James Smith
1570,0,1,female,6.8,0,0,TICK950721,352.36,,S,Irish,Doctor,Leisure,3,1,Miss. Sarah Johnson
1571,1,3,male,,0,0,TICK616354,17.5,,C,British,Factory Worker,Migration,0,0,Mr. William Walker
1572,1,3,male,26.4,1,1,TICK758213,8.75,,S,Other,Servant,Migration,1,0,Rev. George Lewis
1573,0,3,female,29.1,0,0,TICK991171,14.14,,S,French,Laborer,Business,6,1,Mrs. Alice Lewis
1574,1,3,male,37.2,0,0,TICK385047,13.78,,S,British,Servant,Migration,1,0,Rev. George Johnson
1575,0,3,female,12.0,1,0,TICK542422,10.55,,S,American,Factory Worker,Business,1,0,Mrs. Mary Lewis
1576,1,2,male,14.4,1,0,TICK15859,29.44,,S,French,Nurse,Migration,3,0,Dr. William Walker
1577,1,3,female,18.5,1,0,TICK987233,9.71,,S,British,Laborer,Migration,2,1,Lady. Elizabeth Taylor
1578,1,3,female,10.6,0,0,TICK697773,7.13,B92,S,Other,Factory Worker,Migration,0,1,Lady. Mary Davis
1579,0,1,female,38.9,1,0,TICK423757,130.49,,C,Irish,Lawyer,Migration,7,1,Miss. Sarah Johnson
1580,1,3,male,21.6,0,0,TICK437604,6.58,,S,Other,Factory Worker,Leisure,0,0,Rev. William Johnson
1581,0,3,female,29.5,0,0,TICK879409,15.25,,S,British,Farmer,Business,0,1,Lady. Elizabeth Taylor
1582,1,3,male,17.3,1,3,TICK701157,14.91,,S,British,Laborer,Leisure,5,0,Master. William Johnson
1583,0,3,male,24.6,1,0,TICK703169,19.26,E73,S,British,Farmer,Migration,4,0,Dr. James Walker
1584,0,3,female,34.5,0,0,TICK65470,15.95,,Q,American,Servant,Leisure,9,0,Mrs. Mary Brown
1585,0,3,female,35.2,0,0,TICK69110,5.78,D47,C,British,Servant,Leisure,0,1,Lady. Mary Wilson
1586,0,3,female,14.9,0,0,TICK203312,18.26,,S,Other,Laborer,Business,0,1,Lady. Elizabeth Smith
1587,0,3,male,28.8,0,0,TICK866125,17.94,,C,British,Farmer,Leisure,4,0,Rev. George Johnson
1588,1,2,male,17.5,0,0,TICK799273,27.73,C82,S,British,Clerk,Leisure,1,1,Rev. Thomas Davis
1589,0,3,male,28.2,0,0,TICK526887,13.79,,S,British,Farmer,Business,2,0,Dr. William Clark
1590,1,3,male,20.5,3,0,TICK155679,19.64,,S,Other,Farmer,Migration,4,0,Rev. Thomas Wilson
1591,1,3,male,57.5,0,1,TICK765366,12.98,,Q,British,Servant,Migration,6,0,Mr. George Clark
1592,1,1,female,42.2,2,0,TICK280588,455.5,D72,Q,Irish,Doctor,Leisure,1,1,Mrs. Elizabeth Johnson
1593,0,3,male,35.9,2,0,TICK89047,6.25,,Q,American,Factory Worker,Business,1,0,Rev. John Brown
1594,1,3,male,,0,1,TICK181968,7.87,A12,C,Other,Factory Worker,Migration,0,1,Master. George Smith
1595,0,3,female,25.8,0,2,TICK465937,11.61,,S,Irish,Farmer,Migration,6,1,Lady. Mary Davis
1596,0,2,male,42.7,1,0,TICK47670,33.39,C61,S,British,Teacher,Migration,1,0,Rev. George Davis
1597,0,3,male,29.2,0,0,TICK289909,17.24,,S,Irish,Farmer,Migration,3,0,Mr. John Brown
1598,0,3,female,55.6,1,1,TICK639088,19.82,B18,C,French,Factory Worker,Migration,3,1,Mrs. Alice Lewis
1599,0,3,male,44.3,0,0,TICK209334,10.83,,C,French,Servant,Migration,0,0,Mr. Thomas Johnson
1600,0,3,female,24.5,0,0,TICK723171,5.71,B12,S,British,Factory Worker,Migration,1,0,Mrs. Elizabeth Johnson
1601,1,3,male,53.4,0,0,TICK531019,17.02,,C,American,Farmer,Migration,6,0,Master. Thomas Walker
1602,0,2,male,25.9,1,1,TICK430131,34.18,,S,French,Teacher,Leisure,3,0,Master. John Taylor
1603,1,3,male,58.6,3,0,TICK182370,7.98,,S,British,Servant,Leisure,0,1,Master. James Davis
1604,1,2,male,54.4,0,0,TICK667160,29.79,,S,French,Nurse,Migration,4,0,Rev. William Walker
1605,0,3,male,34.4,4,1,TICK784106,16.13,,S,Irish,Servant,Migration,0,0,Mr. William Clark
1606,1,3,female,7.3,0,0,TICK884031,16.56,B75,Q,British,Laborer,Leisure,2,1,Mrs. Margaret Johnson
1607,0,3,female,33.3,1,0,TICK879559,12.49,D15,S,American,Servant,Leisure,0,1,Lady. Sarah Davis
1608,1,3,male,13.5,1,2,TICK987804,9.58,,C,Irish,Laborer,Migration,1,0,Rev. Thomas Lewis
1609,0,3,female,20.9,1,0,TICK4381,19.61,B26,C,Irish,Farmer,Business,0,0,Lady. Mary Walker
1610,0,3,female,21.9,2,0,TICK327279,14.95,,C,Irish,Farmer,Migration,2,1,Mrs. Alice Walker
1611,1,3,female,13.4,5,0,TICK288061,11.12,,C,British,Factory Worker,Leisure,0,1,Lady. Sarah Johnson
1612,0,3,male,33.3,0,0,TICK588789,9.21,D2,C,American,Servant,Business,2,0,Rev. John Lewis
1613,1,1,male,19.2,0,2,TICK368719,373.62,,S,American,Lawyer,Migration,1,1,Dr. John Davis
1614,1,3,male,26.5,0,0,TICK124432,8.63,E2,S,American,Factory Worker,Migration,2,0,Dr. John Brown
1615,0,3,male,22.0,0,0,TICK359038,7.58,,S,American,Laborer,Migration,0,0,Mr. John Brown
1616,1,3,female,37.3,0,0,TICK489900,12.95,,S,British,Farmer,Leisure,5,0,Mrs. Mary Clark
1617,0,3,male,36.1,0,0,TICK596772,9.35,,S,British,Laborer,Migration,2,0,Mr. James Clark
1618,1,3,male,25.4,0,0,TICK877720,14.43,,S,American,Farmer,Leisure,4,1,Mr. John Lewis
1619,0,3,male,38.0,2,0,TICK731115,6.77,,S,British,Servant,Migration,1,0,Dr. George Wilson
1620,1,3,male,48.4,0,0,TICK91277,14.82,D28,S,Other,Farmer,Migration,0,0,Mr. John Lewis
1621,0,2,female,-1.3,0,0,TICK594692,21.33,B85,S,French,Nurse,Migration,6,1,Lady. Alice Walker
1622,1,3,male,21.2,0,2,TICK976461,5.0,D62,S,British,Laborer,Leisure,0,0,Mr. John Wilson
1623,1,3,female,16.0,0,0,TICK486496,6.9,,C,Irish,Servant,Migration,3,1,Lady. Margaret Taylor
1624,0,3,male,,1,3,TICK93444,19.0,,S,French,Laborer,Business,5,0,Rev. James Walker
1625,0,1,male,-3.6,0,0,TICK122909,437.66,,S,Irish,Doctor,Business,1,1,Dr. Thomas Wilson
1626,0,1,male,-1.8,0,0,TICK963604,139.8,,S,Irish,Aristocrat,Business,4,0,Dr. George Smith
1627,0,3,male,-11.2,0,0,TICK95960,16.68,,Q,Other,Servant,Leisure,2,0,Mr. James Walker
1628,0,2,male,,4,0,TICK192366,34.34,B66,S,British,Teacher,Migration,1,0,Mr. William Clark
1629,0,3,male,22.1,0,1,TICK765989,19.56,,S,Other,Factory Worker,Leisure,1,0,Rev. James Wilson
1630,0,2,male,50.8,0,0,TICK91615,24.94,,C,British,Teacher,Business,1,0,Rev. Thomas Clark
1631,0,2,female,32.1,1,5,TICK195677,37.26,,Q,French,Engineer,Migration,6,1,Lady. Sarah Taylor
1632,1,2,male,,0,1,TICK333924,12.54,,S,French,Clerk,Migration,5,0,Dr. John Walker
1633,1,3,male,37.6,0,0,TICK620864,10.94,,S,British,Farmer,Migration,1,0,Rev. William Wilson
1634,1,3,female,88.9,0,0,TICK658063,19.46,D81,S,British,Laborer,Migration,0,1,Lady. Mary Wilson
1635,1,2,female,-1.3,0,0,TICK22084,31.56,,S,British,Engineer,Business,5,1,Miss. Sarah Brown
1636,0,3,male,55.9,2,0,TICK804966,9.32,C53,Q,Irish,Laborer,Business,0,0,Mr. Thomas Wilson
1637,0,1,male,29.3,0,0,TICK178561,86.53,,S,British,Aristocrat,Migration,1,1,Dr. George Harris
1638,0,3,female,23.6,0,1,TICK828050,15.55,,S,British,Farmer,Business,4,0,Miss. Margaret Brown
1639,0,1,female,21.5,0,0,TICK11945,333.08,,S,British,Aristocrat,Migration,3,0,Mrs. Margaret Lewis
1640,0,3,female,34.9,0,1,TICK229092,10.61,D4,S,British,Factory Worker,Leisure,1,1,Miss. Alice Clark
1641,0,3,male,23.8,0,4,TICK669934,19.26,B86,S,French,Farmer,Migration,5,0,Mr. James Walker
1642,0,3,male,13.0,0,0,TICK393722,5.33,,C,Other,Farmer,Migration,4,0,Master. John Smith
1643,0,3,female,22.0,4,0,TICK483711,9.56,,S,British,Farmer,Migration,1,1,Miss. Alice Wilson
1644,0,3,male,35.4,2,0,TICK86222,18.82,,S,British,Servant,Leisure,7,0,Master. George Lewis
1645,0,2,male,,0,0,TICK920809,22.84,,S,British,Clerk,Leisure,0,0,Mr. James Harris
1646,0,3,male,57.7,0,0,TICK760459,8.78,E66,Q,Other,Laborer,Migration,1,0,Rev. James Lewis
1647,0,3,male,31.5,0,1,TICK990056,13.01,,S,French,Laborer,Leisure,0,1,Mr. George Brown
1648,1,2,male,49.4,1,2,TICK259717,42.95,,C,British,Engineer,Migration,2,1,Master. George Walker
1649,0,3,female,,0,1,TICK323733,6.55,,S,Other,Farmer,Migration,0,1,Miss. Mary Johnson
1650,0,3,female,29.0,1,2,TICK878981,19.15,,S,Irish,Laborer,Migration,2,1,Miss. Elizabeth Clark
1651,0,3,male,28.3,3,2,TICK714965,16.93,,C,American,Factory Worker,Leisure,3,1,Rev. John Clark
1652,0,3,female,33.2,0,0,TICK674518,7.72,,C,French,Farmer,Migration,0,1,Mrs. Sarah Wilson
1653,1,3,female,,0,0,TICK989447,15.68,D9,S,British,Servant,Migration,2,1,Lady. Margaret Brown
1654,0,3,male,23.2,1,0,TICK946269,10.77,E11,S,Other,Laborer,Migration,0,0,Rev. Thomas Lewis
1655,0,3,female,16.7,0,1,TICK907584,11.03,,S,Other,Servant,Migration,2,1,Lady. Alice Clark
1656,0,1,male,,0,0,TICK201368,398.15,A48,S,British,Merchant,Business,4,1,Mr. George Johnson
1657,0,2,male,,0,3,TICK784714,48.51,,C,British,Engineer,Leisure,3,0,Dr. William Clark
1658,0,3,female,52.1,0,2,TICK793547,6.9,,S,French,Factory Worker,Leisure,4,1,Miss. Margaret Harris
1659,1,3,female,20.9,0,0,TICK774964,11.31,,S,British,Laborer,Migration,5,1,Mrs. Mary Brown
1660,0,3,male,26.6,2,0,TICK140182,12.21,,S,British,Laborer,Migration,3,0,Dr. William Harris
1661,1,3,male,,0,0,TICK326569,10.64,,S,Irish,Factory Worker,Business,5,0,Master. William Johnson
1662,0,3,male,23.0,3,0,TICK56926,10.45,,S,British,Servant,Migration,2,0,Dr. James Brown
1663,0,3,female,39.6,2,1,TICK398735,5.78,,S,French,Servant,Business,0,1,Mrs. Margaret Taylor
1664,0,3,male,27.1,0,3,TICK741204,15.28,E89,S,French,Factory Worker,Leisure,2,0,Master. George Davis
1665,0,3,female,34.9,0,0,TICK302021,11.54,,S,British,Factory Worker,Business,3,1,Mrs. Sarah Smith
1666,1,3,male,,1,1,TICK187650,7.92,,S,French,Servant,Leisure,1,0,Dr. Thomas Lewis
1667,1,3,male,31.3,0,0,TICK293514,17.24,,C,Irish,Servant,Migration,2,1,Dr. George Walker
1668,0,3,female,-14.9,2,3,TICK148247,17.04,,S,Irish,Farmer,Migration,2,1,Mrs. Elizabeth Harris
1669,0,3,female,48.1,0,0,TICK593487,12.3,,S,British,Laborer,Leisure,1,1,Mrs. Mary Davis
1670,1,2,male,41.7,1,3,TICK331868,21.94,D44,S,French,Engineer,Migration,1,0,Dr. John Brown
1671,0,2,male,15.8,1,2,TICK435092,35.52,,S,Other,Teacher,Migration,5,0,Dr. James Taylor
1672,1,3,male,56.2,0,0,TICK237936,9.32,,S,British,Laborer,Migration,2,0,Master. William Johnson
1673,1,2,male,47.0,1,2,TICK876849,19.44,,S,Irish,Teacher,Business,4,1,Mr. James Lewis
1674,1,2,female,13.4,2,0,TICK198389,39.22,,S,French,Teacher,Business,0,0,Miss. Mary Clark
1675,0,3,male,22.1,0,3,TICK287050,5.6,,C,British,Factory Worker,Leisure,5,0,Dr. Thomas Walker
1676,0,3,female,14.2,0,0,TICK927488,6.42,,C,British,Factory Worker,Migration,4,1,Mrs. Elizabeth Wilson
1677,0,3,male,35.3,2,0,TICK209902,5.1,,S,British,Laborer,Business,1,1,Master. William Brown
1678,0,3,male,21.4,1,0,TICK186715,7.29,,S,French,Farmer,Business,0,1,Mr. Thomas Smith
1679,0,1,male,1.3,0,2,TICK310258,62.43,,C,Irish,Doctor,Migration,0,1,Mr. Thomas Brown
1680,0,3,female,29.0,3,0,TICK272952,19.94,C25,S,American,Laborer,Business,0,1,Miss. Elizabeth Wilson
1681,0,2,male,43.7,0,0,TICK732442,21.55,,S,French,Clerk,Migration,2,0,Mr. John Wilson
1682,1,3,female,31.6,0,5,TICK461952,7.24,D36,S,British,Farmer,Leisure,6,1,Miss. Sarah Smith
1683,0,3,male,38.2,0,0,TICK278395,8.61,C77,S,American,Laborer,Migration,0,0,Rev. William Lewis
1684,1,2,male,33.0,3,0,TICK97901,47.45,,C,French,Nurse,Business,0,0,Dr. George Taylor
1685,1,2,female,41.0,0,0,TICK514682,30.81,,Q,British,Nurse,Leisure,3,1,Miss. Sarah Walker
1686,0,3,male,34.3,2,0,TICK373405,10.47,,S,British,Factory Worker,Leisure,2,0,Master. John Wilson
1687,1,1,male,28.2,0,0,TICK607806,440.49,,S,American,Lawyer,Leisure,6,0,Master. John Johnson
1688,0,3,female,31.4,1,0,TICK382276,10.92,,S,French,Laborer,Migration,2,1,Miss. Elizabeth Lewis
1689,1,3,male,52.7,0,0,TICK366805,10.03,E71,C,Irish,Servant,Migration,3,0,Master. William Johnson
1690,0,3,male,39.0,3,3,TICK810889,8.11,C27,S,Irish,Laborer,Business,3,0,Rev. Thomas Walker
1691,1,3,male,15.7,1,1,TICK674003,10.67,,S,Irish,Laborer,Migration,6,0,Mr. John Lewis
1692,1,3,female,31.2,1,0,TICK549450,9.75,,C,British,Farmer,Leisure,1,1,Lady. Mary Smith
1693,0,3,male,35.0,0,3,TICK472516,15.16,,S,British,Servant,Leisure,0,0,Rev. James Brown
1694,0,3,female,,0,0,TICK870793,9.34,C82,C,American,Farmer,Migration,6,1,Mrs. Margaret Clark
1695,0,3,male,1.4,5,0,TICK662679,13.66,,S,American,Factory Worker,Migration,0,1,Rev. Thomas Lewis
1696,0,2,male,17.1,0,0,TICK721413,12.64,,S,Other,Clerk,Migration,0,1,Rev. James Taylor
1697,0,2,male,23.8,5,0,TICK873132,17.65,C24,S,American,Teacher,Migration,3,1,Dr. George Lewis
1698,0,1,female,58.3,0,3,TICK179755,221.48,,S,British,Lawyer,Business,0,0,Miss. Margaret Wilson
1699,0,3,female,37.3,0,0,TICK39515,19.05,B51,S,British,Servant,Business,1,1,Mrs. Elizabeth Clark
1700,0,3,male,6.8,1,0,TICK996796,10.66,,S,Other,Factory Worker,Migration,3,0,Dr. Thomas Lewis
1701,0,3,female,28.6,0,0,TICK876271,14.96,,S,British,Servant,Migration,9,0,Lady. Elizabeth Brown
1702,0,1,male,49.9,0,0,TICK614650,149.89,D69,S,British,Lawyer,Migration,5,0,Rev. James Brown
1703,0,2,female,21.2,0,1,TICK405415,15.08,,S,French,Clerk,Leisure,0,1,Miss. Elizabeth Wilson
1704,0,2,male,45.6,0,0,TICK164267,12.34,,C,Irish,Teacher,Migration,0,0,Master. William Davis
1705,0,3,female,7.2,0,0,TICK565080,9.58,,C,British,Farmer,Migration,2,0,Miss. Mary Johnson
1706,1,3,male,-12.5,0,0,TICK597337,7.36,,Q,American,Laborer,Migration,2,0,Rev. Thomas Lewis
1707,1,2,female,48.0,1,0,TICK221895,16.96,,S,British,Teacher,Migration,6,1,Mrs. Mary Lewis
1708,0,3,female,23.1,1,0,TICK737296,16.41,,Q,Irish,Farmer,Leisure,6,0,Miss. Elizabeth Smith
1709,0,3,male,,0,0,TICK455928,5.24,,Q,British,Factory Worker,Migration,1,1,Dr. James Davis
1710,1,3,male,24.2,1,0,TICK364773,13.37,,Q,British,Factory Worker,Migration,5,1,Master. Thomas Lewis
1711,0,3,male,32.9,2,0,TICK678388,10.69,E75,S,American,Laborer,Leisure,6,1,Master. George Lewis
1712,1,3,female,36.7,0,0,TICK851299,12.6,C66,S,British,Farmer,Migration,0,1,Mrs. Margaret Smith
1713,0,1,male,-7.3,0,0,TICK716147,294.53,,S,British,Lawyer,Migration,1,1,Rev. George Clark
1714,1,3,male,20.1,0,0,TICK835951,9.7,,S,French,Servant,Leisure,1,0,Rev. George Clark
1715,0,3,male,30.9,3,0,TICK303712,9.43,,S,Other,Servant,Migration,2,0,Mr. William Lewis
1716,1,3,male,36.7,0,2,TICK218523,16.0,,C,Other,Factory Worker,Business,1,0,Rev. James Wilson
1717,1,3,female,15.6,1,0,TICK359802,18.07,A61,C,British,Servant,Leisure,5,1,Lady. Alice Lewis
1718,0,3,male,,0,1,TICK734640,7.89,D50,Q,Other,Laborer,Migration,4,0,Mr. John Brown
1719,1,3,male,21.2,0,0,TICK529236,6.46,,C,French,Laborer,Migration,2,0,Rev. William Davis
1720,1,3,female,33.4,0,0,TICK579406,18.47,,C,French,Servant,Business,6,1,Mrs. Alice Taylor
1721,1,3,male,47.4,0,0,TICK871168,10.25,,S,British,Servant,Leisure,0,0,Dr. William Walker
1722,0,3,male,25.0,4,5,TICK780230,13.27,,S,British,Laborer,Migration,1,0,Mr. William Davis
1723,0,3,male,9.4,0,0,TICK833878,10.39,,S,Irish,Servant,Leisure,2,0,Rev. John Brown
1724,1,3,female,19.4,2,0,TICK283014,6.89,A71,S,French,Servant,Migration,3,1,Lady. Alice Smith
1725,1,3,female,56.0,2,0,TICK96166,13.84,E35,S,Irish,Farmer,Migration,0,1,Miss. Margaret Johnson
1726,1,2,male,17.1,0,0,TICK539205,31.01,,S,American,Nurse,Leisure,3,0,Dr. John Taylor
1727,0,3,male,12.0,0,0,TICK811978,8.04,,S,French,Factory Worker,Leisure,8,0,Mr. George Smith
1728,1,3,male,24.1,0,0,TICK221958,11.78,A85,S,British,Factory Worker,Migration,0,0,Mr. James Wilson
1729,0,3,male,28.6,0,1,TICK271756,16.95,,C,Irish,Farmer,Migration,1,1,Dr. Thomas Brown
1730,0,3,female,22.1,0,0,TICK229856,13.86,,S,Irish,Factory Worker,Leisure,0,1,Lady. Margaret Clark
1731,1,3,female,7.3,0,0,TICK491406,6.45,,S,American,Laborer,Migration,3,1,Miss. Margaret Harris
1732,0,1,male,34.8,0,3,TICK274516,287.57,C37,C,British,Merchant,Migration,9,0,Dr. William Taylor
1733,1,3,male,33.4,1,0,TICK33975,15.54,,S,Irish,Farmer,Leisure,0,0,Mr. Thomas Walker
1734,0,2,male,40.4,1,0,TICK967702,41.71,,S,British,Teacher,Leisure,3,0,Rev. John Johnson
1735,1,3,male,33.0,0,0,TICK121898,14.44,E78,S,British,Laborer,Leisure,2,0,Dr. William Taylor
1736,0,3,male,54.5,0,0,TICK543145,7.29,E97,S,Other,Farmer,Business,1,0,Master. Thomas Wilson
1737,1,2,male,41.6,0,0,TICK691311,38.41,C71,S,British,Teacher,Business,1,0,Rev. Thomas Brown
1738,0,3,female,38.3,0,0,TICK662770,15.16,,S,French,Factory Worker,Leisure,4,0,Miss. Alice Walker
1739,0,3,female,48.0,1,0,TICK196481,5.37,,C,British,Servant,Leisure,2,1,Mrs. Mary Johnson
1740,0,1,female,32.1,0,0,TICK499293,223.52,E75,C,Other,Lawyer,Migration,2,0,Mrs. Margaret Taylor
1741,0,1,male,27.2,1,0,TICK147606,186.49,C98,S,Other,Aristocrat,Business,5,1,Master. James Wilson
1742,1,3,male,34.6,2,0,TICK490943,15.04,,C,American,Laborer,Leisure,0,0,Rev. Thomas Davis
1743,0,3,female,0.7,2,0,TICK616326,8.24,,S,French,Laborer,Business,0,1,Lady. Sarah Davis
1744,1,3,female,32.2,1,0,TICK339680,13.86,E79,Q,Irish,Laborer,Migration,3,1,Lady. Mary Clark
1745,1,3,male,28.6,1,0,TICK391366,18.7,A21,S,British,Servant,Business,2,0,Mr. Thomas Harris
1746,1,1,female,36.3,2,0,TICK592155,404.97,,S,Other,Doctor,Migration,3,1,Miss. Elizabeth Smith
1747,1,3,male,,0,0,TICK397267,18.82,,S,British,Farmer,Business,2,0,Mr. Thomas Davis
1748,0,3,male,38.8,0,0,TICK691282,19.68,,C,Other,Servant,Business,2,0,Master. Thomas Harris
1749,0,3,male,,0,0,TICK617972,5.16,,C,Irish,Laborer,Business,4,0,Dr. George Taylor
1750,0,3,female,42.8,0,0,TICK946055,14.34,,S,American,Laborer,Migration,0,0,Miss. Sarah Taylor
